SUB;Réel;Distance cos;Moyenne
invasions;invasions;0.19947124766350732;0.3218748719238531
whose;whose;0.2503721321377702;0.3218748719238531
topic;topic;0.33602130190636087;0.3218748719238531
view;view;0.3700312542794057;0.3218748719238531
him;him;0.45175261998403743;0.3218748719238531
unlimited;unlimited;0.23234927353622198;0.3218748719238531
Confidently;Confidently;0.05674846916636742;0.3218748719238531
powers;powers;0.3363448540539979;0.3218748719238531
translated;translated;0.19928212223870717;0.3218748719238531
work;work;0.4692967223084974;0.3218748719238531
mention;mention;0.27886476344443656;0.3218748719238531
incorporated;incorporated;0.20746011835826378;0.3218748719238531
theory;theory;0.347735576463291;0.3218748719238531
itself;itself;0.38197700292614195;0.3218748719238531
oppose;oppose;0.3703201858707204;0.3218748719238531
quest;quest;0.4720151480793747;0.3218748719238531
obvious;obvious;0.44628242842590476;0.3218748719238531
restored;restored;0.2374747140560213;0.3218748719238531
weapons;weapons;0.4450162909069088;0.3218748719238531
master;master;0.26051132507825275;0.3218748719238531
walk;walk;0.28437784819788237;0.3218748719238531
suspicion;suspicion;0.2745895420940148;0.3218748719238531
pay;pay;0.4952709614866872;0.3218748719238531
society;society;0.4061735497689762;0.3218748719238531
unaided;unaided;0.13555264884041363;0.3218748719238531
aggression;aggression;0.3880410357884744;0.3218748719238531
dwarfed;dwarfed;0.15799375349522624;0.3218748719238531
quality;quality;0.480351086236883;0.3218748719238531
elements;elements;0.32090635146556856;0.3218748719238531
credits;credits;0.1836661332537492;0.3218748719238531
treaties;treaties;0.43300743581987317;0.3218748719238531
considerations;considerations;0.2620227170894854;0.3218748719238531
views;views;0.3155546423704678;0.3218748719238531
age;age;0.2673934418818834;0.3218748719238531
definition;definition;0.30633300941863584;0.3218748719238531
patriot;patriot;0.3324452587259858;0.3218748719238531
choices;choices;0.3343989198708731;0.3218748719238531
on;on;0.19602354976849531;0.3218748719238531
ground;ground;0.27605567028213207;0.3218748719238531
somewhat;somewhat;0.25032898670014186;0.3218748719238531
calculated;calculated;0.2508014033130715;0.3218748719238531
executive;executive;0.264560549217775;0.3218748719238531
arm;arm;0.38596631333807496;0.3218748719238531
allies;allies;0.41003143023943783;0.3218748719238531
struggling;struggling;0.3058009033812745;0.3218748719238531
formidable;formidable;0.27929701464368023;0.3218748719238531
servants;servants;0.37263653411086095;0.3218748719238531
native;native;0.29180796197162623;0.3218748719238531
failure;failure;0.39227930427536095;0.3218748719238531
strongly;strongly;0.3381794072266559;0.3218748719238531
coordinate;coordinate;0.31092857154439685;0.3218748719238531
opinion;opinion;0.38871151081317706;0.3218748719238531
cooperating;cooperating;0.35738134801813737;0.3218748719238531
among;among;0.32227543443402523;0.3218748719238531
instrumentalities;instrumentalities;0.3097002063948937;0.3218748719238531
room;room;0.23067191927062458;0.3218748719238531
lest;lest;0.28740596504254456;0.3218748719238531
majority;majority;0.46059818622262794;0.3218748719238531
despotism;despotism;0.5179214579172432;0.3218748719238531
imperfectly;imperfectly;0.29379425227146216;0.3218748719238531
express;express;0.3748340421734279;0.3218748719238531
record;record;0.2619843667313858;0.3218748719238531
likely;likely;0.339192296098272;0.3218748719238531
humanity;humanity;0.44644083993533235;0.3218748719238531
Should;Should;0.2750401063289361;0.3218748719238531
uncertainty;uncertainty;0.2715629228509191;0.3218748719238531
claim;claim;0.2773420347929176;0.3218748719238531
Every;Every;0.2437660351406846;0.3218748719238531
strictly;strictly;0.455830681940153;0.3218748719238531
confidence;confidence;0.3747479996219138;0.3218748719238531
friendship;friendship;0.4204208952257059;0.3218748719238531
authors;authors;0.1420041505490298;0.3218748719238531
tariff;tariff;0.2922725211508099;0.3218748719238531
conclusive;conclusive;0.3778454303893464;0.3218748719238531
bear;bear;0.34867421060393544;0.3218748719238531
modification;modification;0.33544611034468685;0.3218748719238531
try;try;0.4725927087306696;0.3218748719238531
Divided;Divided;0.098888041484981;0.3218748719238531
different;different;0.42632769522798586;0.3218748719238531
wherever;wherever;0.4575330812373875;0.3218748719238531
generation;generation;0.34289348401943315;0.3218748719238531
European;European;0.26460408277012315;0.3218748719238531
hardly;hardly;0.3617841158221027;0.3218748719238531
sincere;sincere;0.4730552878435819;0.3218748719238531
highly;highly;0.3512891559695747;0.3218748719238531
back;back;0.45356736437262807;0.3218748719238531
live;live;0.3723086735327543;0.3218748719238531
oppressing;oppressing;0.4148138806719266;0.3218748719238531
thank;thank;0.3332710953350775;0.3218748719238531
hand;hand;0.43461046441739626;0.3218748719238531
successfully;successfully;0.26202579990888497;0.3218748719238531
disorderly;disorderly;0.19297402680707706;0.3218748719238531
witnessed;witnessed;0.2436440117441056;0.3218748719238531
seven;seven;0.3549060259539276;0.3218748719238531
misrepresentation;misrepresentation;0.180509311720796;0.3218748719238531
attached;attached;0.2157638183730344;0.3218748719238531
misdirect;misdirect;0.19227686593246338;0.3218748719238531
vast;vast;0.37596626756240775;0.3218748719238531
acceptance;acceptance;0.3030064094614273;0.3218748719238531
compensated;compensated;0.15090711252112557;0.3218748719238531
